名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
竹内 奈央,たけうち なお,takeuchi_nao@example.com,女,27,1992/3/13,既婚,A型,東京都,0 3-976-3129,090-3897-8113,ドコモ,奥ルー・せき止め派
森口 将也,もりぐち まさや,moriguchi_masaya@example.com,男,42,1977/3/25,既婚,B型,熊本県,047-531- 719,080-4636-3242,ドコモ,ぶっかけ・混ぜ混ぜ派
笹原 芽以,ささはら めい,sasahara_mei@example.com,女,21,1998/12/7,未婚,A型,福島県,013-235-4128,080-2461-4883,ソフトバンク,左ルー・混ぜ混ぜ派
熊倉 たかお,くまくら たかお,kumakura_takao@example.com,男,68,1951/3/28,既婚,O型,神奈川県,066-124-5421,090- 570-4421,ドコモ,左ルー・せき止め派
坂元 充則,さかもと みつのり,sakamoto_mitsunori@example.com,男,24,1995/5/21,既婚,B型,愛知県,076-407-7881,090-8431-3350,ドコモ,右ルー・混ぜ混ぜ派
北条 恵望子,ほうじょう えみこ,houjou_emiko@example.com,女,56,1963/9/27,既婚,AB型,宮城県,069-393-5175,090-5525-9353,au,別盛り・混ぜ混ぜ派
蛍原 弘也,ほとはら ひろなり,hotohara_hironari@example.com,男,64,1955/9/21,既婚,AB型,埼玉県,074-228-3189,090-4403-7310,ソフトバンク,別盛り・せき止め派
石崎 充則,いしざき みつのり,ishizaki_mitsunori@example.com,男,73,1946/7/17,既婚,AB型,神奈川県,048-478-2197,080-1019-4544,ソフトバンク,左ルー・混ぜ混ぜ派
梅沢 育子,うめざわ いくこ,umezawa_ikuko@example.com,女,47,1973/2/1,既婚,O型,神奈川県,084-416-7849,090-3935-7487,ドコモ,ぶっかけ・ナン派
笠井 菜々美,かさい ななみ,kasai_nanami@example.com,女,19,2000/10/25,未婚,O型,沖縄県,042-338-5017,090-4772-4365,ドコモ,手前ルー・混ぜ混ぜ派
沢尻 昴,さわじり すばる,sawajiri_subaru@example.com,男,71,1948/12/7,既婚,A型,岡山県,0 5-720-1039,080-4645-9922,ドコモ,ぶっかけ・混ぜ混ぜ派
武井 愛菜,たけい あいな,takei_aina@example.com,女,47,1972/7/4,既婚,O型,愛媛県,094-705-7117,090- 936-4701,ソフトバンク,右ルー・ルー攻め派
河合 友香,かわい ともか,kawai_tomoka@example.com,女,42,1977/8/22,既婚,B型,埼玉県,074- 37-8171,090-9056-4825,ドコモ,奥ルー・混ぜ混ぜ派
松原 基祐,まつばら きすけ,matsubara_kisuke@example.com,男,59,1960/10/26,既婚,A型,神奈川県,0 7-948-3489,090-2786-4750,ソフトバンク,左ルー・せき止め派
永瀬 竜也,ながせ たつや,nagase_tatsuya@example.com,男,28,1991/4/7,未婚,O型,茨城県,017-251-6266,090-6610-6330,ドコモ,左ルー・せき止め派
金谷 一輝,かなや かずき,kanaya_kazuki@example.com,男,48,1971/6/15,既婚,O型,東京都,098-255-8695,080-2862-4753,ドコモ,ぶっかけ・ルー攻め派
蒼井 京子,あおい きょうこ,aoi_kyouko@example.com,女,71,1948/5/2,既婚,A型,兵庫県,019-685-9370,080-3669-9221,au,ぶっかけ・ルー攻め派
松澤 拓郎,まつざわ たくろう,matsuzawa_takurou@example.com,男,80,1939/3/7,既婚,B型,神奈川県,015-789-5897,090-6490- 829,ソフトバンク,奥ルー・せき止め派
松岡 扶樹,まつおか もとき,matsuoka_motoki@example.com,男,21,1998/10/15,未婚,A型,大阪府,060-867-7820,080-2973-6640,au,右ルー・せき止め派
神戸 右京,こうべ うきょう,koube_ukyou@example.com,男,57,1962/3/31,既婚,B型,福岡県,090- 21-8820,080-9487-5589,au,ぶっかけ・ナン派
永野 里奈,ながの りな,nagano_rina@example.com,女,78,1941/4/7,既婚,B型,兵庫県,086-461-9943,080-6631-1511,ドコモ,ぶっかけ・混ぜ混ぜ派
岩佐 まさみ,いわさ まさみ,iwasa_masami@example.com,女,78,1942/2/5,既婚,O型,兵庫県,049-442- 489,090-6066-4530,ソフトバンク,奥ルー・別口派
水島 努,みずしま つとむ,mizushima_tsutomu@example.com,男,48,1971/8/7,既婚,B型,徳島県,045-456-6444,090-9041-9200,ドコモ,右ルー・せき止め派
荻野 文世,おぎの ふみよ,ogino_fumiyo@example.com,女,65,1954/5/23,既婚,B型,東京都,074-565-6473,090-3128-6678,au,右ルー・別口派
河西 礼子,かわにし れいこ,kawanishi_reiko1@example.com,女,78,1942/1/16,既婚,O型,三重県,090-729-1959,090-9008-5095,au,奥ルー・せき止め派
望月 友以乃,もちづき ゆいの,mochiduki_yuino@example.com,女,60,1959/5/7,既婚,O型,愛知県,059-874-6618,090-7935-4238,ドコモ,左ルー・せき止め派
保坂 功補,ほさか こうすけ,hosaka_kousuke@example.com,男,69,1950/9/6,既婚,A型,大阪府,087-957-4534,090-4335-1885,au,左ルー・混ぜ混ぜ派
岸本 信吾,きしもと しんご,kishimoto_shingo@example.com,男,74,1945/7/14,既婚,B型,三重県,016-694-6580,090-2040-2773,ドコモ,奥ルー・せき止め派
松岡 しほり,まつおか しほり,matsuoka_shihori@example.com,女,79,1940/10/30,既婚,A型,神奈川県,023-294-7659,090-7175-8851,ソフトバンク,ぶっかけ・ルー攻め派
小泉 麗奈,こいずみ れな,koizumi_rena@example.com,女,78,1941/10/7,既婚,AB型,神奈川県,088-419-8986,090-8636-4627,ソフトバンク,ぶっかけ・ルー攻め派
江原 恵麻,えはら えま,ehara_ema@example.com,女,70,1949/9/19,既婚,O型,和歌山県,025-200-7682,080-7224-8347,au,左ルー・せき止め派
遠山 ヒロ,とおやま ひろ,tooyama_hiro@example.com,男,34,1985/3/20,既婚,O型,千葉県,070-228-4721,080-9544-4913,ドコモ,左ルー・ルー攻め派
山川 はるか,やまかわ はるか,yamakawa_haruka@example.com,女,52,1968/2/8,未婚,O型,愛知県,030-437-1962,090-2065-4396,au,左ルー・ルー攻め派
島村 みゆき,しまむら みゆき,shimamura_miyuki@example.com,女,34,1986/1/6,未婚,O型,北海道,064-819-  19,090-8039-4597,ドコモ,ぶっかけ・混ぜ混ぜ派
北山 陽介,きたやま ようすけ,kitayama_yousuke@example.com,男,39,1980/6/22,既婚,B型,千葉県,043-246-9082,090-3952-4628,ソフトバンク,奥ルー・混ぜ混ぜ派
高柳 一代,たかやなぎ かずよ,takayanagi_kazuyo@example.com,女,64,1955/10/7,既婚,B型,島根県,079- 78-5855,080-6237-3556,ドコモ,ぶっかけ・ルー攻め派
大下 未來,おおした みらい,ooshita_mirai@example.com,男,24,1995/11/20,未婚,O型,千葉県,044-581-2062,090-9401-  88,au,右ルー・ナン派
岡部 芳正,おかべ よしまさ,okabe_yoshimasa@example.com,男,61,1958/11/26,既婚,AB型,大阪府,099-201-5921,080-2405-8365,ドコモ,ぶっかけ・別口派
松尾 さんま,まつお さんま,matsuo_sanma@example.com,男,48,1971/9/3,既婚,A型,大阪府,044-955-9192,080-1448-7880,ドコモ,左ルー・ルー攻め派
西本 美佐,にしもと みさ,nishimoto_misa@example.com,女,29,1990/10/30,未婚,A型,山梨県,059-559-9815,090-1005-7838,ドコモ,左ルー・ルー攻め派
白石 恵望子,しらいし えみこ,shiraishi_emiko@example.com,女,39,1980/7/7,既婚,A型,岡山県,0 4-397- 465,090-5315-2979,au,左ルー・ルー攻め派
篠崎 誠一,しのざき せいいち,shinozaki_seiichi@example.com,男,44,1976/1/16,既婚,A型,北海道,074-538-3519,080-4522-9174,ドコモ,ぶっかけ・混ぜ混ぜ派
小西 博明,こにし ひろあき,konishi_hiroaki@example.com,男,25,1994/8/17,既婚,AB型,兵庫県,045-356-8208,080-6856-7795,ドコモ,手前ルー・ルー攻め派
大平 勇太,おおひら ゆうた,oohira_yuuta@example.com,男,51,1968/7/30,既婚,A型,大阪府,033-587-5592,090-4842-7904,au,ぶっかけ・せき止め派
内田 浩介,うちだ こうすけ,uchida_kousuke@example.com,男,24,1995/12/23,未婚,O型,東京都,062-557-1965,080-9060-9111,ドコモ,左ルー・ナン派
鈴木 菊生,すずき きくお,suzuki_kikuo@example.com,男,56,1963/2/27,既婚,O型,福岡県,049-666-7651,090-7173-1207,ドコモ,右ルー・せき止め派
川添 光,かわぞえ ひかる,kawazoe_hikaru@example.com,女,65,1954/6/22,既婚,A型,京都府,059-156- 931,080-3113-6451,ドコモ,左ルー・せき止め派
小野田 徹,おのだ とおる,onoda_tohru@example.com,男,25,1995/1/11,既婚,O型,埼玉県,057-658-9421,090-2005-4960,au,左ルー・せき止め派
本間 功補,ほんま こうすけ,honma_kousuke@example.com,男,32,1987/9/24,既婚,O型,長崎県,041- 45-1818,080- 491-3253,ドコモ,奥ルー・せき止め派
石原 奈々,いしはら なな,ishihara_nana@example.com,女,68,1951/4/19,既婚,O型,東京都,079-621-3164,090-9300-7849,ドコモ,左ルー・ルー攻め派
柏原 鉄二,かしわら てつじ,kashiwara_tetsuji@example.com,男,50,1969/5/16,既婚,B型,大阪府,045-994-9633,090-1976-7589,au,奥ルー・せき止め派
綾小路 咲,あやのこうじ さき,ayanokouji_saki@example.com,女,18,2001/10/13,未婚,B型,長野県,090-283-1233,090-5340-1192,ドコモ,別盛り・ルー攻め派
玉井 ひろみ,たまい ひろみ,tamai_hiromi@example.com,女,32,1987/7/16,既婚,O型,東京都,056-308- 857,090-2774-8809,ドコモ,右ルー・混ぜ混ぜ派
一青 亮,ひとと りょう,hitoto_ryou@example.com,男,56,1963/4/11,既婚,B型,石川県,019-618-2402,090-9398-6773,ドコモ,ぶっかけ・混ぜ混ぜ派
車 咲,くるま さき,kuruma_saki@example.com,女,36,1983/7/24,既婚,A型,愛知県,049-467-5105,080-5156-8348,ドコモ,右ルー・せき止め派
増井 三郎,ますい さぶろう,masui_saburou@example.com,男,53,1966/7/6,既婚,AB型,岐阜県,045-669-9525,080-8892-3343,ドコモ,左ルー・別口派
広末 聖陽,ひろすえ まさあき,hirosue_masaaki@example.com,男,27,1992/5/4,既婚,A型,新潟県,030-541-1191,090-7983-3452,au,ぶっかけ・せき止め派
島 寿々花,しま すずか,shima_suzuka@example.com,女,78,1941/9/20,既婚,A型,北海道,018-935-1770,080-4835-8280,ドコモ,別盛り・ナン派
寺西 兼,てらにし けん,teranishi_ken@example.com,男,79,1940/12/18,既婚,A型,和歌山県,098-458-2884,090-2566-7025,au,左ルー・別口派
近藤 恵梨香,こんどう えりか,kondou_erika@example.com,女,46,1973/11/11,既婚,AB型,東京都,095-506-4306,080-8521-6252,ツーカー,ぶっかけ・混ぜ混ぜ派
島袋 信輔,しまぶくろ しんすけ,shimabukuro_shinsuke@example.com,男,34,1985/12/31,既婚,B型,埼玉県,014-986-1632,090-4563-3918,ドコモ,奥ルー・せき止め派
吹越 麻緒,ふきこし まお,fukikoshi_mao@example.com,女,58,1961/4/21,既婚,A型,大阪府,022-987-8243,090-7435- 170,ドコモ,奥ルー・別口派
大島 愛梨,おおしま あいり,ooshima_airi@example.com,女,29,1990/3/7,未婚,AB型,京都府,045-279-6740,080-9583-8795,au,左ルー・混ぜ混ぜ派
長島 憲史,ながしま のりひと,nagashima_norihito@example.com,男,45,1975/1/29,既婚,B型,新潟県,040-750-1079,090-5192-6914,ドコモ,左ルー・せき止め派
板垣 勇,いたがき ゆう,itagaki_yuu@example.com,女,36,1983/3/24,既婚,O型,東京都,066-228-6895,090-5222-5892,au,左ルー・別口派
小野寺 仁,おのでら じん,onodera_jin@example.com,男,71,1948/7/24,既婚,O型,神奈川県,092-998-4734,090-6940-3170,ドコモ,手前ルー・ルー攻め派
米田 幸平,よねだ こうへい,yoneda_kouhei@example.com,男,49,1970/4/16,既婚,A型,大阪府,054-781-5269,090-3814-7101,ドコモ,左ルー・混ぜ混ぜ派
少路 祐基,しょうじ ゆうき,shouji_yuuki@example.com,男,19,2000/8/5,既婚,B型,北海道,018-526-9434,080-1058-3876,au,右ルー・別口派
佐久間 南朋,さくま なお,sakuma_nao@example.com,女,61,1958/6/30,既婚,O型,埼玉県,013-614-6072,090-2876-  95,au,ぶっかけ・せき止め派
古田 奈月,ふるた なつき,furuta_natsuki@example.com,女,38,1982/1/11,既婚,O型,広島県,010-262-8498,090-3601-6948,ドコモ,左ルー・混ぜ混ぜ派
哀川 基祐,あいかわ きすけ,aikawa_kisuke@example.com,男,56,1963/12/20,既婚,B型,長野県,022-163-7299,090-5493-3816,ソフトバンク,別盛り・せき止め派
杉本 瞬,すぎもと しゅん,sugimoto_shun@example.com,女,56,1963/4/21,既婚,O型,群馬県,048-889-7603,080-3238-8545,ドコモ,右ルー・せき止め派
堀北 染五郎,ほりきた そめごろう,horikita_somegorou@example.com,男,25,1994/5/2,未婚,A型,福井県,0 9- 34-9788,090-1643- 565,ドコモ,左ルー・ルー攻め派
柴山 南朋,しばやま なお,shibayama_nao@example.com,女,75,1944/7/9,既婚,B型,兵庫県,069-726-8278,090-6799-9949,ドコモ,右ルー・ルー攻め派
大倉 奈々,おおくら なな,ookura_nana@example.com,女,67,1952/2/16,既婚,O型,静岡県,059- 52-4876,080-4580-3605,au,ぶっかけ・せき止め派
池内 努,いけうち つとむ,ikeuchi_tsutomu@example.com,男,45,1975/1/10,既婚,O型,徳島県,031- 63-8140,090-7267-4017,ドコモ,右ルー・せき止め派
三井 幸子,みつい さちこ,mitsui_sachiko@example.com,女,22,1997/4/20,未婚,O型,大分県,048-449-8148,080-2206-4018,ソフトバンク,左ルー・ルー攻め派
末永 丈史,すえなが たけし,suenaga_takeshi@example.com,男,41,1978/2/19,既婚,O型,滋賀県,092-599-7968,080-7096-2246,ソフトバンク,手前ルー・混ぜ混ぜ派
奥貫 菜摘,おくぬき なつみ,okunuki_natsumi@example.com,女,38,1981/9/21,既婚,A型,滋賀県,0 5-702-7783,080-5408-2218,ドコモ,ぶっかけ・せき止め派
松居 晋也,まつい しんや,matsui_shinya@example.com,男,34,1985/4/23,既婚,AB型,和歌山県,071-281-9984,080-2212-7388,au,右ルー・混ぜ混ぜ派
上原 達士,うえはら たつひと,uehara_tatsuhito@example.com,男,68,1951/6/30,既婚,AB型,奈良県,062-754-2777,080-3634-2364,au,奥ルー・ナン派
佐野 賢治,さの けんじ,sano_kenji@example.com,男,64,1955/8/23,既婚,A型,鹿児島県,017- 64-8998,090-7568- 254,ドコモ,ぶっかけ・せき止め派
小松 丈史,こまつ たけし,komatsu_takeshi@example.com,男,71,1948/9/26,既婚,B型,埼玉県,071-435-4499,080-5447-9875,ドコモ,右ルー・せき止め派
長友 光洋,ながとも みつひろ,nagatomo_mitsuhiro@example.com,男,48,1971/8/11,既婚,A型,秋田県,0  - 16-2672,080-3234-4591,au,右ルー・せき止め派
根岸 瑠璃亜,ねぎし るりあ,negishi_ruria@example.com,女,64,1955/6/10,既婚,B型,秋田県,087-283-1604,080-1124-2659,ドコモ,左ルー・せき止め派
岩城 菜々美,いわき ななみ,iwaki_nanami@example.com,女,76,1943/4/3,既婚,A型,広島県,025-  1-2520,080-5797-5095,ソフトバンク,奥ルー・ルー攻め派
八田 菜々美,やつだ ななみ,yatsuda_nanami@example.com,女,40,1979/2/22,既婚,A型,神奈川県,034-633-1798,080-6204-7266,ドコモ,ぶっかけ・混ぜ混ぜ派
鹿手袋 結子,しかてぶくろ ゆうこ,shikatebukuro_yuuko@example.com,女,25,1994/4/27,既婚,O型,岐阜県,031-662-9982,080-8271-3170,ドコモ,左ルー・ルー攻め派
三村 なぎさ,みむら なぎさ,mimura_nagisa@example.com,女,78,1941/11/1,既婚,AB型,千葉県,049-702-8168,080-5145-7549,au,右ルー・ルー攻め派
井上 恭子,いのうえ きょうこ,inoue_kyouko@example.com,女,45,1974/9/25,既婚,AB型,福岡県,058-273- 483,090-8820-2735,ドコモ,奥ルー・ルー攻め派
梅村 寿々花,うめむら すずか,umemura_suzuka@example.com,女,46,1973/3/11,既婚,B型,沖縄県,051-649-8923,090-9528-6031,au,ぶっかけ・別口派
片桐 まさし,かたぎり まさし,katagiri_masashi@example.com,男,56,1963/8/2,既婚,A型,岩手県,099-936-2198,080-2242- 988,ソフトバンク,左ルー・混ぜ混ぜ派
水口 徹,みずぐち とおる,mizuguchi_tooru@example.com,男,20,2000/1/25,未婚,B型,鹿児島県,024- 84-2854,080-7917-3582,au,ぶっかけ・混ぜ混ぜ派
熊谷 佳乃,くまがや よしの,kumagaya_yoshino@example.com,女,48,1971/4/5,既婚,O型,東京都,030-851-1694,080-9267-7240,ドコモ,左ルー・ナン派
八木 小百合,やぎ さゆり,yagi_sayuri@example.com,女,30,1989/11/7,既婚,O型,佐賀県,082-465-4642,080-3493-8426,ドコモ,奥ルー・ルー攻め派
小出 一恵,こいで かづえ,koide_kadue@example.com,女,35,1984/6/12,既婚,B型,大分県,073-904-9491,080- 955-4888,au,ぶっかけ・別口派
石野 ケンイチ,いしの けんいち,ishino_kenichi@example.com,男,23,1997/1/22,未婚,O型,京都府,021-892-9390,090-8546-7614,au,奥ルー・ルー攻め派
長尾 聡,ながお さとし,nagao_satoshi@example.com,男,26,1993/3/6,未婚,A型,埼玉県,012-362-2422,080-5308-7931,au,左ルー・せき止め派
小沼 有海,こぬま あみ,konuma_ami@example.com,女,36,1983/12/23,既婚,O型,茨城県,013-197-3172,080-5782-3136,ドコモ,ぶっかけ・別口派
岩井 一哉,いわい かずや,iwai_kazuya@example.com,男,19,2000/10/6,未婚,O型,鹿児島県,061-571-8203,090-4073-7220,ドコモ,手前ルー・別口派
神崎 あい,かんざき あい,kannzaki_ai@example.com,女,33,1986/9/7,既婚,A型,千葉県,057-850-9767,090-5934-2094,au,ぶっかけ・混ぜ混ぜ派
畑中 基祐,はたなか きすけ,hatanaka_kisuke@example.com,男,26,1993/10/12,未婚,O型,埼玉県,069-815-8773,090-9911-4357,au,手前ルー・せき止め派
小山 そら,おやま そら,oyama_sora@example.com,女,69,1950/7/22,既婚,O型,沖縄県,010-816-1666,080-4906-9215,ドコモ,奥ルー・せき止め派
藤原 陽子,ふじわら ようこ,fujiwara_youko@example.com,女,42,1977/9/15,既婚,O型,兵庫県,050-190-8487,090-1265-3655,ドコモ,ぶっかけ・せき止め派
日比野 恭子,ひびの きょうこ,hibino_kyouko@example.com,女,43,1976/3/31,既婚,O型,高知県,097-493-6516,090-5729-6626,au,別盛り・せき止め派
塚原 杏,つかはら あん,tsukahara_ann@example.com,女,51,1969/1/4,未婚,AB型,千葉県,078-235- 185,090-5049-8196,ドコモ,手前ルー・ルー攻め派
児島 早紀,こじま さき,kojima_saki@example.com,女,59,1960/3/15,既婚,B型,東京都,015-470- 964,080-7025-6584,au,左ルー・ルー攻め派
北川 美帆,きたかわ みほ,kitakawa_miho@example.com,女,45,1974/9/22,既婚,AB型,静岡県,024-328-5694,090-2166-8935,ツーカー,左ルー・せき止め派
石野 さやか,いしの さやか,ishino_sayaka@example.com,女,70,1949/11/17,既婚,A型,千葉県,041-607-5583,080-3197-5391,ドコモ,ぶっかけ・ルー攻め派
吉川 芽以,きっかわ めい,kikkawa_mei@example.com,女,37,1982/2/19,未婚,O型,神奈川県,0 7-848-5484,090-4168-  52,ドコモ,左ルー・せき止め派
奥田 照生,おくだ てるお,okuda_teruo@example.com,男,68,1951/7/20,既婚,A型,福岡県,054-530-7834,090-8424-5620,ドコモ,ぶっかけ・別口派
