名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
大江 きみまろ,おおえ きみまろ,ooe_kimimaro@example.com,男,62,1957/7/8,既婚,B型,大阪府,014-667-  48,080-2708-9833,ドコモ,手前ルー・別口派
川原 妃里,かわはら ゆり,kawahara_yuri@example.com,女,77,1942/10/20,既婚,B型,埼玉県,070-776-6386,090-5291-7543,ドコモ,ぶっかけ・別口派
豊島 彩華,とよしま あやか,toyoshima_ayaka@example.com,女,58,1961/8/13,既婚,A型,佐賀県,093-882-8544,080- 110-9372,au,左ルー・せき止め派
麻生 しぼり,あそう しぼり,asou_shibori@example.com,女,23,1996/4/19,未婚,O型,茨城県,0 9-312-3473,090-3969-4676,ドコモ,奥ルー・別口派
倉持 優,くらもち ゆう,kuramochi_yuu1@example.com,女,73,1946/8/25,既婚,O型,東京都,064-894-8402,090-2809- 788,au,左ルー・ルー攻め派
大谷 莉緒,おおたに りお,ootani_rio@example.com,女,76,1943/4/28,既婚,AB型,茨城県,022-567-5114,090-4197-2426,au,左ルー・混ぜ混ぜ派
篠崎 りえ,しのざき りえ,shinozaki_rie@example.com,女,56,1963/5/12,既婚,O型,東京都,080-986-6995,090-3531-9100,ソフトバンク,奥ルー・せき止め派
神原 浩介,かんばら こうすけ,kannbara_kousuke@example.com,男,71,1949/2/2,既婚,A型,奈良県,095-306-5860,080-5739-3273,ソフトバンク,ぶっかけ・せき止め派
岩井 克実,いわい かつみ,iwai_katsumi@example.com,男,23,1996/12/29,既婚,B型,千葉県,099- 76-5141,080-3161-1073,ソフトバンク,ぶっかけ・ルー攻め派
赤羽 一哉,あかばね かずや,akabane_kazuya@example.com,男,32,1987/6/24,既婚,O型,大阪府,050-151-1989,090-4796-1254,ドコモ,左ルー・混ぜ混ぜ派
高畑 えみ,たかはた えみ,takahata_emi@example.com,女,85,1934/3/10,既婚,O型,大阪府,081-738-4067,080-6411-6654,au,左ルー・ルー攻め派
遠山 あや子,とおやま あやこ,tooyama_ayako@example.com,女,64,1956/1/4,既婚,A型,神奈川県,022-941-4709,090-1732-5617,ドコモ,左ルー・別口派
山田 功補,やまだ こうすけ,yamada_kousuke@example.com,男,21,1999/2/3,未婚,B型,鳥取県,084-748-7282,080-8673-8249,au,手前ルー・せき止め派
藤森 みき,ふじもり みき,fujimori_miki1@example.com,女,51,1968/3/2,既婚,A型,兵庫県,081-338-4267,080-2595-9822,ドコモ,別盛り・せき止め派
尾崎 寛治,おざき かんじ,ozaki_kanji@example.com,男,70,1949/4/28,既婚,O型,福岡県,030-  9-2019,080-7294-8029,ツーカー,奥ルー・せき止め派
岩田 圭,いわた けい,iwata_kei@example.com,男,50,1970/1/28,既婚,A型,宮城県,041-920- 799,080-5513-8629,ドコモ,左ルー・別口派
北村 結衣,きたむら ゆい,kitamura_yui@example.com,女,55,1964/3/3,既婚,A型,和歌山県,074-155-4264,090-7685-7507,au,左ルー・ルー攻め派
秋葉 あや子,あきば あやこ,akiba_ayako@example.com,女,42,1977/5/19,既婚,A型,兵庫県,038- 18-6379,080-3573-7074,ドコモ,左ルー・別口派
山上 勝久,やまがみ かつひさ,yamagami_katsuhisa@example.com,男,27,1992/6/19,既婚,AB型,東京都,081-989-5528,080-4600-1673,ドコモ,左ルー・せき止め派
若山 一,わかやま はじめ,wakayama_hajime@example.com,男,47,1973/1/27,未婚,A型,大阪府,055-448-3846,080-2175-5849,ソフトバンク,奥ルー・ルー攻め派
門田 友香,かどた ともか,kadota_tomoka@example.com,女,75,1944/9/10,既婚,O型,埼玉県,060-288-1300,090-6101-5807,au,左ルー・混ぜ混ぜ派
石坂 竜也,いしざか たつや,ishizaka_tatsuya@example.com,男,38,1982/2/14,既婚,A型,千葉県,046- 56- 582,090-8220-3509,ドコモ,左ルー・別口派
宮城 だん吉,みやぎ だんきち,miyagi_dankichi@example.com,男,82,1937/3/19,既婚,A型,宮城県,033-939-7163,080-5631- 898,au,奥ルー・別口派
今井 はじめ,いまい はじめ,imai_hajime@example.com,男,50,1969/3/7,既婚,B型,鹿児島県,030-486-7461,080-1283-5427,ドコモ,奥ルー・混ぜ混ぜ派
岩佐 慶太,いわさ けいた,iwasa_keita@example.com,男,31,1988/9/13,既婚,A型,岩手県,087- 15-4221,080- 357-2426,ドコモ,奥ルー・せき止め派
中村 はじめ,なかむら はじめ,nakamura_hajime@example.com,男,76,1943/5/18,既婚,AB型,岐阜県,0 9-178-4916,090-8990-4559,au,ぶっかけ・ルー攻め派
中岡 詩織,なかおか しおり,nakaoka_shiori@example.com,女,32,1987/3/18,既婚,AB型,山口県,019-947-6741,090-1971-2800,ドコモ,奥ルー・ルー攻め派
竹内 瞳,たけうち ひとみ,takeuchi_hitomi@example.com,女,68,1951/5/8,既婚,A型,東京都,090-977-7536,080-9435-4056,ソフトバンク,右ルー・別口派
飯塚 ジローラモ,いいづか じろーらも,iiduka_girolamo@example.com,男,37,1982/6/29,既婚,A型,東京都,083-466-2304,080-2239-7459,ドコモ,ぶっかけ・ルー攻め派
結城 杏,ゆうき あん,yuuki_ann@example.com,女,23,1996/8/28,未婚,B型,東京都,041-749-8880,090-6148-3727,ドコモ,左ルー・ルー攻め派
三枝 兼,さんし けん,sannshi_ken@example.com,男,59,1960/8/19,既婚,A型,神奈川県,041-114- 634,080-6171-8403,au,右ルー・ルー攻め派
土屋 きみまろ,つちや きみまろ,tsuchiya_kimimaro@example.com,男,18,2001/12/6,未婚,O型,大阪府,058-669-7903,090-3732-7363,au,左ルー・せき止め派
浅沼 愛子,あさぬま あいこ,asanuma_aiko@example.com,女,26,1993/2/17,未婚,AB型,茨城県,048-207-6523,080-4704- 597,ソフトバンク,ぶっかけ・ルー攻め派
神木 菜々美,かみき ななみ,kamiki_nanami@example.com,女,16,2003/11/13,未婚,B型,神奈川県,080-539-7230,080-2187-1679,au,左ルー・ルー攻め派
浅見 菜摘,あさみ なつみ,asami_natsumi@example.com,女,46,1974/1/17,既婚,B型,宮城県,084-101-8937,080-4617- 743,ソフトバンク,ぶっかけ・別口派
馬場 三省,ばば さんせい,baba_sansei@example.com,男,54,1965/5/19,既婚,B型,長野県,088-462-3537,080-1531-5412,au,手前ルー・せき止め派
半田 雅彦,はんだ まさひこ,hannda_masahiko@example.com,男,41,1978/9/9,既婚,A型,愛知県,0 6- 92-3116,080-7388-5545,ドコモ,右ルー・ルー攻め派
橘 一代,たちばな かずよ,tachibana_kazuyo@example.com,女,52,1967/8/8,既婚,B型,千葉県,030-243-6723,080-8650-6877,ドコモ,ぶっかけ・せき止め派
若槻 信輔,わかつき しんすけ,wakatsuki_shinsuke@example.com,男,71,1948/5/12,既婚,A型,静岡県,011-212-4970,080- 278-8093,ドコモ,ぶっかけ・ルー攻め派
島本 徹,しまもと とおる,shimamoto_tohru@example.com,男,29,1990/2/22,既婚,B型,香川県,085-432-6242,080-3455-3811,ドコモ,ぶっかけ・ルー攻め派
山元 洋介,やまもと ようすけ,yamamoto_yousuke@example.com,男,33,1986/5/9,未婚,A型,山口県,012-176-3092,080-1253-7021,au,ぶっかけ・ルー攻め派
瀬戸 鉄洋,せと てつひろ,seto_tetsuhiro@example.com,男,68,1951/12/15,既婚,O型,千葉県,043-801-7999,090-5546- 740,ドコモ,奥ルー・せき止め派
林田 景子,はやしだ けいこ,hayashida_keiko@example.com,女,26,1994/2/9,未婚,A型,東京都,054-407-2000,090-2540-4936,ドコモ,右ルー・せき止め派
辻本 さやか,つじもと さやか,tsujimoto_sayaka@example.com,女,77,1942/3/23,既婚,O型,福島県,080-783-1140,080-5120- 189,ドコモ,奥ルー・混ぜ混ぜ派
塩田 光,しおた ひかる,shiota_hikaru@example.com,女,15,2004/8/13,未婚,O型,熊本県,044-622-4427,080-8270-1720,ソフトバンク,ぶっかけ・ルー攻め派
細谷 知世,ほそや ちせ,hosoya_chise@example.com,女,60,1959/7/12,既婚,O型,広島県,017-874- 580,090-5288-8655,au,左ルー・せき止め派
滝田 遥,たきた はるか,takita_haruka@example.com,女,78,1942/2/7,既婚,A型,兵庫県,034-633-1906,080-7959-9174,ツーカー,ぶっかけ・ルー攻め派
八木 サダヲ,やぎ さだお,yagi_sadawo@example.com,男,66,1953/3/31,既婚,O型,徳島県,078-608-3268,090-7312-5151,ドコモ,左ルー・ナン派
越智 光,おち ひかる,ochi_hikaru@example.com,女,25,1994/3/15,既婚,AB型,長崎県,026-850-4891,080-7194-7203,ドコモ,ぶっかけ・ナン派
永島 優,ながしま ゆう,nagashima_yuu@example.com,女,57,1962/8/13,既婚,A型,愛知県,084-530-8554,090-3297-5310,ドコモ,右ルー・別口派
氏家 みき,うじいえ みき,ujiie_miki@example.com,女,42,1977/7/13,既婚,B型,北海道,078-518-4226,080-9072-8330,ソフトバンク,奥ルー・ルー攻め派
戸田 麻由子,とだ まゆこ,toda_mayuko@example.com,女,85,1934/7/14,既婚,O型,和歌山県,019-958-1658,080-5225-  66,ソフトバンク,ぶっかけ・ルー攻め派
佐々木 剛基,ささき よしき,sasaki_yoshiki@example.com,男,69,1950/8/11,既婚,A型,東京都,088-998-4566,090-5125-1818,au,左ルー・せき止め派
細田 寿明,ほそだ としあき,hosoda_toshiaki@example.com,男,12,2007/5/27,未婚,A型,大阪府,097-519-4774,090-3012-4546,ソフトバンク,左ルー・ルー攻め派
寺田 芽以,てらだ めい,terada_mei@example.com,女,65,1954/3/1,既婚,O型,埼玉県,022-768-7514,090-9763-2455,au,右ルー・せき止め派
北村 恵梨香,きたむら えりか,kitamura_erika@example.com,女,17,2003/1/26,未婚,A型,北海道,044- 33-6371,080- 442-9304,ドコモ,左ルー・別口派
石丸 陽介,いしまる ようすけ,ishimaru_yousuke@example.com,男,30,1989/8/16,既婚,O型,北海道,019-164- 653,080-5117-8792,au,奥ルー・せき止め派
茂木 貴美子,もぎ きみこ,mogi_kimiko@example.com,女,30,1989/11/20,未婚,AB型,兵庫県,011- 87-4228,090-6122-5855,ソフトバンク,ぶっかけ・せき止め派
高橋 由宇,たかはし ゆう,takahashi_yuu@example.com,女,41,1978/5/29,既婚,O型,滋賀県,042- 53-7901,090-6353-6344,au,左ルー・ナン派
秋山 窈,あきやま よう,akiyama_you@example.com,女,41,1979/1/6,既婚,B型,大阪府,0 7-307- 667,080-6899-5969,ドコモ,手前ルー・ルー攻め派
杉村 恵梨香,すぎむら えりか,sugimura_erika@example.com,女,18,2001/3/2,未婚,A型,大阪府,061-660-5816,090-7569-1072,ドコモ,左ルー・せき止め派
篠田 茜,しのだ あかね,shinoda_akane@example.com,女,55,1964/10/30,既婚,B型,愛媛県,039- 89-1295,080- 318- 414,au,左ルー・せき止め派
水谷 しぼり,みずたに しぼり,mizutani_shibori@example.com,女,46,1973/2/28,既婚,AB型,千葉県,024-981-8499,080-7781-7526,ドコモ,別盛り・せき止め派
伊藤 勝久,いとう かつひさ,itou_katsuhisa@example.com,男,76,1943/6/17,既婚,A型,徳島県,021-801-2782,090-6301-1011,ドコモ,左ルー・せき止め派
中島 寿明,なかじま としあき,nakajima_toshiaki@example.com,男,33,1986/5/10,既婚,O型,山口県,083-977- 380,080-1257-3654,ドコモ,手前ルー・別口派
小田 恵梨香,おだ えりか,oda_erika@example.com,女,80,1939/7/25,既婚,A型,東京都,075-204-9073,080-8016-2569,au,右ルー・せき止め派
三井 大五郎,みつい だいごろう,mitsui_daigorou@example.com,男,52,1967/2/18,未婚,A型,北海道,038-950-2763,080-5099-  74,au,左ルー・別口派
山岡 勝久,やまおか かつひさ,yamaoka_katsuhisa@example.com,男,83,1936/5/11,既婚,A型,福岡県,062- 60-7316,080-3217- 538,ドコモ,手前ルー・せき止め派
川辺 竜次,かわべ りゅうじ,kawabe_ryuuji@example.com,男,78,1941/4/15,既婚,A型,岐阜県,096- 79-8648,090-4055-3678,ドコモ,手前ルー・ルー攻め派
岡本 莉緒,おかもと りお,okamoto_rio@example.com,女,44,1975/11/17,既婚,O型,群馬県,067-973-2251,090-5190-9379,ドコモ,左ルー・混ぜ混ぜ派
井原 努,いはら つとむ,ihara_tsutomu@example.com,男,61,1959/1/7,既婚,O型,沖縄県,0 3-775-1727,090-6989-3152,ソフトバンク,ぶっかけ・ルー攻め派
関 一輝,せき かずき,seki_kazuki@example.com,男,65,1954/8/15,既婚,A型,東京都,043-423-6044,090-4078-3632,ドコモ,手前ルー・せき止め派
乾 法子,いぬい のりこ,inui_noriko@example.com,女,71,1948/9/1,既婚,O型,福岡県,058-816-8620,080-2592-7836,ドコモ,左ルー・せき止め派
高谷 慢太郎,たかや まんたろう,takaya_mantarou@example.com,男,54,1965/12/25,既婚,O型,石川県,016-573-2804,090- 111-2493,ソフトバンク,別盛り・ルー攻め派
川添 賢二,かわぞえ けんじ,kawazoe_kenji@example.com,男,72,1947/3/24,既婚,O型,千葉県,081-615-9523,090-1047-9748,au,左ルー・ルー攻め派
篠山 了,しのやま りょう,shinoyama_ryou@example.com,男,18,2002/1/3,未婚,A型,神奈川県,068-968-8755,080-3051-7945,ドコモ,右ルー・せき止め派
堤 雅彦,つつみ まさひこ,tsutsumi_masahiko@example.com,男,55,1964/5/19,既婚,A型,石川県,045-194- 709,080-  33-2334,ドコモ,ぶっかけ・混ぜ混ぜ派
伊崎 努,いさき つとむ,isaki_tsutomu@example.com,男,58,1961/7/11,既婚,A型,宮城県,0 7- 25-2055,080-6285-7432,ツーカー,左ルー・ナン派
谷本 さやか,たにもと さやか,tanimoto_sayaka@example.com,女,82,1937/11/7,既婚,A型,奈良県,099-470- 564,080-    -7299,ドコモ,左ルー・ルー攻め派
奥 隆太,おく りゅうた,oku_ryuuta@example.com,男,39,1980/5/16,既婚,O型,埼玉県,051-830-1633,090-6403-6718,ソフトバンク,手前ルー・混ぜ混ぜ派
芦屋 樹里,あしや じゅり,ashiya_juri@example.com,女,53,1966/6/2,既婚,B型,長野県,014-293-5637,080-6222-4215,ドコモ,左ルー・せき止め派
永山 未華子,ながやま みかこ,nagayama_mikako@example.com,女,73,1946/10/6,既婚,A型,福島県,019-708-4651,090-1697-4430,au,左ルー・ルー攻め派
柄本 満,えもと みつる,emoto_mitsuru@example.com,男,42,1977/8/25,既婚,A型,群馬県,045-856- 980,090-2579-1918,ドコモ,ぶっかけ・ルー攻め派
仲田 一哉,なかた かずや,nakata_kazuya@example.com,男,26,1993/9/3,未婚,O型,神奈川県,039- 43-9454,080-2668-3743,ドコモ,左ルー・せき止め派
金児 愛梨,かねこ あいり,kaneko_airi@example.com,女,51,1968/8/13,既婚,A型,兵庫県,078-174- 691,090- 451-9027,au,ぶっかけ・せき止め派
立石 蒼甫,たちいし そうすけ,tachiishi_sousuke@example.com,男,47,1972/3/31,既婚,O型,東京都,047-568-3261,080- 631-9307,ドコモ,奥ルー・せき止め派
田上 真帆,たうえ まほ,taue_maho@example.com,女,47,1973/1/27,未婚,B型,静岡県,019-725-3390,080-3028- 212,au,ぶっかけ・混ぜ混ぜ派
山川 美佳,やまかわ みか,yamakawa_mika@example.com,女,17,2002/4/25,未婚,O型,宮崎県,035-453-7662,080- 419-1505,ドコモ,左ルー・せき止め派
楠本 恵望子,くすもと えみこ,kusumoto_emiko@example.com,女,31,1988/3/14,未婚,A型,岐阜県,017-862- 575,080-3971-9121,ツーカー,左ルー・ルー攻め派
神田 しぼり,かんだ しぼり,kannda_shibori@example.com,女,51,1968/4/13,既婚,AB型,富山県,024-487-5167,090-3246-9393,ドコモ,ぶっかけ・ルー攻め派
影山 真吾,かげやま しんご,kageyama_shingo@example.com,男,51,1968/4/20,既婚,AB型,大阪府,083-546-9020,080-3813-2883,au,奥ルー・せき止め派
織田 ケンイチ,おだ けんいち,oda_kenichi1@example.com,男,66,1953/10/27,既婚,A型,大阪府,029-729-6075,090-7335-7635,ドコモ,ぶっかけ・せき止め派
寺本 景子,てらもと けいこ,teramoto_keiko@example.com,女,54,1965/3/10,既婚,O型,宮崎県,066-767-8321,080-3133-8105,au,左ルー・混ぜ混ぜ派
戸塚 小百合,とづか さゆり,toduka_sayuri@example.com,女,41,1978/3/14,未婚,A型,長野県,012-585-8376,080-8952-8016,ドコモ,ぶっかけ・ルー攻め派
南 竜也,みなみ たつや,minami_tatsuya@example.com,男,23,1997/1/18,未婚,O型,北海道,064-376-1787,090-8370-7528,ドコモ,ぶっかけ・せき止め派
鈴木 恵麻,すずき えま,suzuki_ema@example.com,女,64,1955/5/5,既婚,A型,大阪府,036-852- 763,080-1919- 574,ドコモ,左ルー・ルー攻め派
柴咲 大五郎,しばさき だいごろう,shibasaki_daigorou@example.com,男,72,1947/3/17,既婚,A型,神奈川県,022-817-9433,080-9885-9712,ドコモ,左ルー・せき止め派
平川 まみ,ひらかわ まみ,hirakawa_mami@example.com,女,78,1941/10/3,既婚,B型,茨城県,0 7-220-  10,090-9889-6367,ドコモ,手前ルー・せき止め派
岡島 美幸,おかじま みゆき,okajima_miyuki@example.com,女,77,1942/12/7,既婚,A型,兵庫県,081-559-1795,080-5167-1446,ツーカー,右ルー・別口派
玉田 陽子,たまだ ようこ,tamada_youko@example.com,女,27,1992/4/20,未婚,AB型,千葉県,013-446-8382,090-2872-2633,ドコモ,左ルー・せき止め派
大沼 浩正,おおぬま ひろまさ,oonuma_hiromasa@example.com,男,73,1946/7/12,既婚,O型,新潟県,095-362- 614,080- 712-6444,ソフトバンク,手前ルー・混ぜ混ぜ派
徳永 恵梨香,とくなが えりか,tokunaga_erika@example.com,女,32,1987/8/3,既婚,O型,東京都,047-699-9955,090-1659-6152,ドコモ,左ルー・別口派
横山 あさみ,よこやま あさみ,yokoyama_asami@example.com,女,69,1950/10/19,既婚,O型,三重県,033-369-8342,090-9010- 540,au,左ルー・混ぜ混ぜ派
小林 ひろ子,こばやし ひろこ,kobayashi_hiroko@example.com,女,14,2005/4/20,未婚,O型,千葉県,021-695-5368,080-5579-7427,au,右ルー・混ぜ混ぜ派
大矢 はじめ,おおや はじめ,ooya_hajime@example.com,男,23,1997/1/30,未婚,AB型,大阪府,060- 47-2288,080-8434-3486,ドコモ,左ルー・ルー攻め派
長友 隼士,ながとも しゅんじ,nagatomo_shunji@example.com,男,55,1964/7/29,既婚,A型,東京都,038-819-9163,090-6504-3012,ソフトバンク,左ルー・せき止め派
長浜 あい,ながはま あい,nagahama_ai@example.com,女,58,1961/11/29,既婚,AB型,新潟県,023-802-6701,080-8853-6279,au,奥ルー・別口派
貫地谷 薫,かんじや かおる,kanjiya_kaoru1@example.com,女,17,2003/1/4,未婚,A型,福岡県,042-641-5696,090-2334-4936,ドコモ,ぶっかけ・せき止め派
大沼 一代,おおぬま かずよ,oonuma_kazuyo@example.com,女,11,2008/3/2,未婚,O型,福島県,011-538-1267,080- 333-3414,ドコモ,奥ルー・ルー攻め派
唐沢 貴嶺,からさわ たかね,karasawa_takane@example.com,男,30,1989/9/22,既婚,B型,大阪府,025-789-2819,080-4563-4572,au,ぶっかけ・別口派
桜田 くるみ,さくらだ くるみ,sakurada_kurumi@example.com,女,21,1998/11/8,既婚,O型,大阪府,023- 63-6706,080-4126-7397,ソフトバンク,ぶっかけ・ルー攻め派
